NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Gender,Age,Phases,Enrollment,Study Type,URL
NCT04579289,Managerial and Environmental Risk for COVID 19 in French Long Term Care Institutions,REMPAR-EHPAD,Completed,No Results Available,Covid19,Other: questionnaire,All,"Child, Adult, Older Adult",,230,Observational,https://ClinicalTrials.gov/show/NCT04579289
NCT04482361,SERO-EPIDEMIOLOGY OF SARS-COV2 INFECTION IN THE AUTONOMOUS CITY OF BUENOS AIRES,,Completed,No Results Available,COVID-19,Diagnostic Test: Presence of specific anti-SARS-CoV-2 antibodies,All,"18 Years and older   (Adult, Older Adult)",,5900,Observational,https://ClinicalTrials.gov/show/NCT04482361
NCT04362137,"Phase 3 Randomized, Double-blind, Placebo-controlled Multi-center Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm (RUXCOVID)",RUXCOVID,Completed,No Results Available,Cytokine Storm (Covid-19),Drug: Ruxolitinib|Drug: Placebo,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,432,Interventional,https://ClinicalTrials.gov/show/NCT04362137
NCT04674644,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,,Completed,Has Results,COVID-19 Pandemic,Behavioral: The psychosocial effects of COVID-19 pandemic on dental professionals,All,"23 Years and older   (Adult, Older Adult)",Not Applicable,850,Interventional,https://ClinicalTrials.gov/show/NCT04674644
NCT04366141,COVID-19 (Coronavirus Disease 2019) Intubation Barrier Box,,Completed,No Results Available,COVID-19,Device: COVID-19 barrier box,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100,Interventional,https://ClinicalTrials.gov/show/NCT04366141
NCT04400032,Cellular Immuno-Therapy for COVID-19 Acute Respiratory Distress Syndrome,CIRCA-19,Completed,No Results Available,Acute Respiratory Distress Syndrome|Covid19,Biological: Mesenchymal Stromal Cells,All,"18 Years and older   (Adult, Older Adult)",Phase 2,15,Interventional,https://ClinicalTrials.gov/show/NCT04400032
NCT04695457,Correlation Between the Incidence of COVID-19 in Nursing-homes and the Profile of Nursing Homes in the French Alps,PROCOPAD,Completed,No Results Available,Covid19|Nursing Home,,All,"Child, Adult, Older Adult",,74,Observational,https://ClinicalTrials.gov/show/NCT04695457
NCT04357327,Rapid Salivary Test to Detect SARS-CoV-2 (COVID-19),,Completed,No Results Available,COVID-19|SARS-CoV 2|Corona Virus Infection,Diagnostic Test: rapid salivary test,All,"Child, Adult, Older Adult",Not Applicable,122,Interventional,https://ClinicalTrials.gov/show/NCT04357327
NCT04383535,Convalescent Plasma and Placebo for the Treatment of COVID-19 Severe Pneumonia,PLASM-AR,Completed,No Results Available,SARS Virus|SARS-CoV-2|COVID-19,Other: Convalescent SARS COVID-19 plasma|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,333,Interventional,https://ClinicalTrials.gov/show/NCT04383535
NCT04345653,Hydroxychloroquine as Chemoprevention for COVID-19 for High Risk Healthcare Workers,,Completed,Has Results,Covid19,Drug: Hydroxychloroquine Sulfate (HCQ),All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,48,Interventional,https://ClinicalTrials.gov/show/NCT04345653
NCT04338009,Elimination or Prolongation of ACE Inhibitors and ARB in Coronavirus Disease 2019,REPLACECOVID,Completed,Has Results,COVID-19,Other: Discontinuation of ARB/ACEI|Other: Continuation of ARB/ACEI,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,152,Interventional,https://ClinicalTrials.gov/show/NCT04338009
NCT04345276,Efficacy and Safety of Ganovo (Danoprevir) Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection,,Completed,No Results Available,COVID-19,Drug: Danoprevir+Ritonavir,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 4,10,Interventional,https://ClinicalTrials.gov/show/NCT04345276
NCT04291729,Evaluation of Ganovo （Danoprevir ） Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection,,Completed,No Results Available,COVID-19,Drug: Ganovo+ritonavir+/-Interferon nebulization,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 4,11,Interventional,https://ClinicalTrials.gov/show/NCT04291729
NCT04507282,Eosinophil and Anticoagulation in COVID-19 Patients,,Completed,No Results Available,COVID-19,Drug: LMWH,All,"18 Years and older   (Adult, Older Adult)",,80,Observational,https://ClinicalTrials.gov/show/NCT04507282
NCT04732819,Improving COVID-19 Vaccine Uptake in Nursing Homes,,Completed,No Results Available,COVID-19 Vaccines,Behavioral: High touch multi-pronged behavioral intervention,All,"Child, Adult, Older Adult",Not Applicable,25332,Interventional,https://ClinicalTrials.gov/show/NCT04732819
NCT04342663,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",STOP COVID,Completed,No Results Available,COVID 19|Coronavirus,Drug: Fluvoxamine|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,152,Interventional,https://ClinicalTrials.gov/show/NCT04342663
NCT04885543,COVID-19 STAndard of Care in Sub-Saharan Africa,COVISTA,Completed,No Results Available,Covid19,,All,"Child, Adult, Older Adult",,2495,Observational,https://ClinicalTrials.gov/show/NCT04885543
NCT04587375,Diagnosis of Endocrine Dysfunctions in Covid-19,Dyhor-19,Completed,No Results Available,Covid 19,,All,"18 Years and older   (Adult, Older Adult)",,50,Observational,https://ClinicalTrials.gov/show/NCT04587375
NCT04467008,Covid-19 Rapid Diagnostic Tests on Blood Drop,COVID-TEST,Completed,No Results Available,Covid19,,All,"Child, Adult, Older Adult",,113,Observational,https://ClinicalTrials.gov/show/NCT04467008
NCT04519372,SARS-CoV-2 /COVID-19 Admission Screening in a University Hospital Setting,,Completed,No Results Available,Covid19|SARS-CoV-2,Diagnostic Test: Testing for SARS-CoV-2,All,"18 Years and older   (Adult, Older Adult)",,4099,Observational,https://ClinicalTrials.gov/show/NCT04519372
NCT04382053,Study of Efficacy and Safety of DV890 in Patients With COVID-19 Pneumonia,,Completed,No Results Available,"COVID 19 Pneumonia, Impaired Respiratory Function",Drug: DFV890|Drug: Standard of Care (SoC),All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,143,Interventional,https://ClinicalTrials.gov/show/NCT04382053
NCT04568863,Efficacy of Intravenous Melatonin on Mortality in Adult Patients Admitted to the Intensive Care Unit With COVID-19,MELCOVID,Completed,No Results Available,COVID-19|SARS-CoV 2|Coronavirus Infection,Drug: Melatonin intravenous|Drug: Placebo intravenous,All,"18 Years and older   (Adult, Older Adult)",Phase 2,18,Interventional,https://ClinicalTrials.gov/show/NCT04568863
NCT04512027,Prolectin-M in COVID-19 Patients Having Mild to Moderate Symptoms Not Requiring Oxygen Support.,Prolectin-M,Completed,No Results Available,COVID-19,Other: Prolectin-M; a (1-6)-alpha-D-Mannopyranose class|Other: Standard of Care,All,18 Years to 45 Years   (Adult),Not Applicable,10,Interventional,https://ClinicalTrials.gov/show/NCT04512027
NCT04484493,Corticosteroid Nasal Spray in COVID-19 Anosmia,,Completed,No Results Available,Covid19|Anosmia,Drug: mometasone furoate nasal spray,All,"18 Years and older   (Adult, Older Adult)",Phase 3,100,Interventional,https://ClinicalTrials.gov/show/NCT04484493
NCT04406090,Endovascular Thrombectomy in COVID-19 Infected Patients,ET-COVID-19,Completed,No Results Available,Ischemic Stroke|Covid 19,Other: Mechanical Trombectomy,All,"18 Years and older   (Adult, Older Adult)",,50,Observational,https://ClinicalTrials.gov/show/NCT04406090
NCT04405986,Exploring Brain Damages After COVID-19 Infection,BRAINCOV,Completed,No Results Available,SARS-CoV 2,Procedure: Auditory Evoked Potentials (AEP)|Procedure: Blink and Masseter Inhibitory Reflex,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,38,Interventional,https://ClinicalTrials.gov/show/NCT04405986
NCT04581083,"Validation of Laboratory Techniques, Strategies, and Types of Samples for Epidemiological Control in the Covid-19 Pandemic",,Completed,No Results Available,Covid19,Diagnostic Test: RT-PCR|Diagnostic Test: LAMP|Diagnostic Test: POOL RT-PCR|Diagnostic Test: POOL LAMP,All,21 Years to 64 Years   (Adult),,30,Observational,https://ClinicalTrials.gov/show/NCT04581083
NCT04557241,Brief Informational Intervention for COVID-19 Misinformation Prophylaxis,,Completed,No Results Available,COVID19 Behavioral Prophylaxis,Behavioral: Brief informational infographic|Behavioral: Placebo control (non-behavioral infographic),All,"18 Years and older   (Adult, Older Adult)",Not Applicable,1017,Interventional,https://ClinicalTrials.gov/show/NCT04557241
NCT04497623,"Clinical Evaluation of Ventilador Innovation Product in Colombia in the SARS COVID 19 Pandemic, Unisabana Herons.",SabanaHerons,Completed,No Results Available,Covid19,Device: Invasive mechanical ventilation using the Unisabana-Herons Ventilator during 24 hours,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,5,Interventional,https://ClinicalTrials.gov/show/NCT04497623
NCT04494646,BARCONA: A Study of Effects of Bardoxolone Methyl in Participants With SARS-Corona Virus-2 (COVID-19),,Completed,No Results Available,Covid19,Drug: Bardoxolone Methyl|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40,Interventional,https://ClinicalTrials.gov/show/NCT04494646
NCT04425850,USEFULNESS of Topic Ivermectin and Carrageenan to Prevent Contagion of Covid 19,IVERCAR,Completed,Has Results,Covid19,Combination Product: Iota carrageenan nasal spray and Ivermectin oral drops (used as buccal drops),All,"18 Years and older   (Adult, Older Adult)",,229,Observational,https://ClinicalTrials.gov/show/NCT04425850
NCT04435223,Lipid Metabolism in COVID-19 Severe Pneumonia Compared With Severe Pneumonia Caused by Other Pathogen,COVIDOLIP,Completed,No Results Available,COVID-19 Severe Pneumonia|Severe Pneumonia Due to Other Pathogene,Biological: biological assays in particular on the lipid metabolism,All,"18 Years and older   (Adult, Older Adult)",,62,Observational,https://ClinicalTrials.gov/show/NCT04435223
NCT04786041,the Impact of COVID-19 Pandemic on the Incidence and Outcome of Complicated Appendicitis,,Completed,No Results Available,Covid19|Appendicitis,Procedure: laparoscopic appendectomy,All,"Child, Adult, Older Adult",,200,Observational,https://ClinicalTrials.gov/show/NCT04786041
NCT04896905,Rehabilitation After Covid19-Clinical Results and Predictive Factors,,Completed,No Results Available,Covid19,Other: Rehabilitation,All,"40 Years to 100 Years   (Adult, Older Adult)",,101,Observational,https://ClinicalTrials.gov/show/NCT04896905
NCT04581044,Impact of COVID-19 on Psoriasis Practice,,Completed,No Results Available,Psoriasis|Covid19,,All,"25 Years and older   (Adult, Older Adult)",,197,Observational,https://ClinicalTrials.gov/show/NCT04581044
NCT04503447,COVID-19 Seroprevalence Study in ITM Staff,CovAb,Completed,No Results Available,Covid19,,All,"Child, Adult, Older Adult",,330,Observational,https://ClinicalTrials.gov/show/NCT04503447
NCT04379310,Evaluation of Clinical Parameters on Admission and Medications in Covid-19 Pneumonia (Corona Virus Disease 2019),Covid-19,Completed,No Results Available,Covid-19,Drug: ACE Inhibitors and Calcium Channel Blockers,All,"18 Years to 99 Years   (Adult, Older Adult)",,54,Observational,https://ClinicalTrials.gov/show/NCT04379310
NCT04789512,Respiratory Muscle Strength in Volleyball Players Suffered From COVID-19,,Completed,No Results Available,Covid19,Other: Respiratory functions,Female,"15 Years to 35 Years   (Child, Adult)",,42,Observational,https://ClinicalTrials.gov/show/NCT04789512
NCT04407559,COVID-SErology in Rheumatoid Arthritis (COVID-19),COVID-SERA,Completed,No Results Available,COVID-19|Rheumatoid Arthritis,Other: Serological analyses to be lead on a pre-existing biobank,All,"18 Years and older   (Adult, Older Adult)",,216,Observational,https://ClinicalTrials.gov/show/NCT04407559
NCT04691934,Obstetric Anesthesia Experiences in COVID-19 Positive Patients,,Completed,No Results Available,Covid19|Obstetric Anesthesia,Procedure: Anesthesia management,Female,"18 Years and older   (Adult, Older Adult)",,61,Observational,https://ClinicalTrials.gov/show/NCT04691934
NCT04544150,Gastrointestinal Manifestations Among Patients With COVID19,,Completed,No Results Available,Covid19,,All,"Child, Adult, Older Adult",,220,Observational,https://ClinicalTrials.gov/show/NCT04544150
NCT04563247,Seroprevalence of SARS-CoV-2 in Asymptomatic Frontline COVID-19 HCWs,,Completed,No Results Available,Covid19,Diagnostic Test: IgG SARS CoV 2 antibodies,All,20 Years to 60 Years   (Adult),,970,Observational,https://ClinicalTrials.gov/show/NCT04563247
NCT04407299,COVID-19 Impact on Rheumatic Patients,,Completed,No Results Available,COVID,Behavioral: self-administered structured questionnaire,All,"16 Years and older   (Child, Adult, Older Adult)",,360,Observational,https://ClinicalTrials.gov/show/NCT04407299
NCT04546191,Symptoms and Wellbeing of People Infected With Covid-19 Virus in Iceland,,Completed,No Results Available,Covid19,,All,"18 Years and older   (Adult, Older Adult)",,1580,Observational,https://ClinicalTrials.gov/show/NCT04546191
NCT04424771,Post-traumatic Stress Disease in Health Workers During COVID-19 Pandemia,,Completed,No Results Available,COVID|Post Traumatic Stress Disorder,Behavioral: Maslach Burnout Inventory (MBI),All,"18 Years to 70 Years   (Adult, Older Adult)",,800,Observational,https://ClinicalTrials.gov/show/NCT04424771
NCT04841681,Video-based Psychotherapy for COVID-19 Patients in Isolation Ward in Jakarta,,Completed,No Results Available,"Covid19|Distress, Emotional",Behavioral: Video-based Psychotherapy,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,42,Interventional,https://ClinicalTrials.gov/show/NCT04841681
NCT04577235,Correlation Between Thoracic Ultrasound and Thorax Computed Tomography Scores.,,Completed,No Results Available,COVID-19,Other: severity of lung involvement with COVID-19.,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,29,Interventional,https://ClinicalTrials.gov/show/NCT04577235
NCT04352842,Echocardiographic Manifestation in Patient With COVID-19 （EARLY-MYO COVID-19）,,Completed,No Results Available,Covid19|Echocardiography,Other: Echocardiography,All,"18 Years and older   (Adult, Older Adult)",,51,Observational,https://ClinicalTrials.gov/show/NCT04352842
NCT04824664,The ALIGHIERI Survey: an Italian Overview of Global Impact of tHe COVID-19 pandemIc on General surgERy practIce,ALIGHIERI,Completed,No Results Available,Surgery and covid19,Other: survey,All,"Child, Adult, Older Adult",,400,Observational,https://ClinicalTrials.gov/show/NCT04824664
NCT04328480,The ECLA PHRI COLCOVID Trial. Effects of Colchicine on Moderate/High-risk Hospitalized COVID-19 Patients.,COLCOVID,Completed,No Results Available,COVID-19,Drug: Colchicine|Other: Local standard of care,All,"18 Years and older   (Adult, Older Adult)",Phase 3,1279,Interventional,https://ClinicalTrials.gov/show/NCT04328480
NCT04554979,COVID-19 Disease Duration and GIT Manifestations. A New Disease Severity Classification. An Egyptian Experience,,Completed,No Results Available,Covid19|Diarrhea,Drug: Hydroxychloroquine Pill,All,"18 Years and older   (Adult, Older Adult)",,199,Observational,https://ClinicalTrials.gov/show/NCT04554979
NCT04261517,Efficacy and Safety of Hydroxychloroquine for Treatment of COVID-19,,Completed,No Results Available,"Pneumonia, Pneumocystis|Coronavirus|COVID-19",Drug: Hydroxychloroquine,All,"18 Years and older   (Adult, Older Adult)",Phase 3,30,Interventional,https://ClinicalTrials.gov/show/NCT04261517
NCT04536285,Hospitalized Children and Adolescent Patients With Type 1 Diabetes During the COVID-19 Pandemic in Egypt,,Completed,No Results Available,Type 1 Diabetes|Covid19,,All,"1 Year to 18 Years   (Child, Adult)",,36,Observational,https://ClinicalTrials.gov/show/NCT04536285
